data_index,用户名,评论日期,电脑配置,评论内容,有用数,重复购买情况,评分,内存,硬盘,屏幕大小
91,曌***君,2025-11-08,16英寸酷睿版 标压酷睿Ultra 5|32G 1T,给孩子买的笔记本电脑，自己选的，选来选去，选择一个带小键盘的，尺寸略大点，但是很方便，希望使用的耐久性会好一点。京东自营快递很给力。,0,该店铺购买≥2次,5,32G,1T,16
92,jd_22lh734sdbu505,2025-11-04,14英寸酷睿版 标压酷睿2代Ultra 5|32G 1T,键盘手感很有质感，屏幕2.8K相当清楚，接口丰富够用开机速度也很快，金属机身很有质感，也不算成，值得购买,0,否,5,32G,1T,14
93,u***9,2025-11-09,14英寸酷睿版 标压酷睿2代Ultra 5|32G 1T,买的2025款小新PRO，配置非常不错，内存大，系统运行速度快，开机十几秒，性能稳定，对于日常办公游戏等已足够。电脑颜值高，重量很轻，出差携带也非常方便。京东自营店，服务态度好。,0,否,5,32G,1T,14
94,jd_vkysf2ph419x6x,2025-11-10,14英寸酷睿版 标压酷睿Ultra 5|32G 1T,运行速度：开机秒进系统，打开软件特别快? 便携性：机身很轻薄，放包里没啥负担? 外形外观：金属机身质感好，颜值特别高,0,该店铺购买≥2次,5,32G,1T,14
95,afterwards_118,2025-11-09,14英寸酷睿版 标压酷睿Ultra 5|32G 1T,颜值没的讲，给老婆买的，很喜欢，主要轻薄，带着方便，系统挺流畅，续航也不错，目前来看，挺满意，家里的笔记本都是京东买的，看了生产日期，10月21号生产的，值得信赖。,0,否,5,32G,1T,14
96,无情东流水,2025-11-14,14英寸酷睿版 标压酷睿2代Ultra 5|32G 1T,作为联想粉，精心挑选了这台小新，非常精致轻薄，验机后立马试用，屏幕炫丽清晰，运行流畅，满意，而且电脑还可升级内存硬盘，可长期应用，点上赞。,0,该店铺购买≥2次,5,32G,1T,14
97,Tiramisu7211,2025-11-14,14英寸酷睿版 标压酷睿2代Ultra 5|32G 1T,这款笔记本轻薄便携，出门带着毫无压力??，键盘手感舒适，打字很顺手??，运行速度快，日常办公流畅不卡顿?，存储空间也够用，完全满足我的需求?。,0,该店铺购买≥2次,5,32G,1T,14
98,窦庆辉01,2025-11-22,14英寸酷睿版 标压酷睿Ultra 5|32G 1T,1.买的天青蓝配色，外观好看。2.接口基本能满足我。3.屏幕、音响等硬件不错。4.问了好几遍各商家，确定没有用dwx，已截图留底。5.散热不错。6.13代标压i5不玩大型游戏够用。,0,否,5,32G,1T,14
99,u_11niuzof2m17,2025-11-24,14英寸酷睿版 标压酷睿2代Ultra 5|32G 1T,给孩子买了在学校用的，孩子说用着还行，轻薄便携，做文件都可以，不打大型游戏，足够用了，京东送货也快，第二天就送到了，有补贴价格也可以。,0,该店铺购买≥2次,5,32G,1T,14
100,WWenio,2025-11-11,14英寸酷睿版 标压酷睿2代Ultra 5|32G 1T,运行速度：快屏幕效果：分辨率高，很清晰散热性能：好外形外观：简约时尚大气轻薄程度：薄，很便携，办公很适合其他特色：有很多辅助功能，ai 人脸识别等，很高科技,0,否,5,32G,1T,14
101,j***v,2025-12-01,14英寸酷睿版 标压酷睿Ultra 5|32G 1T,拆开包装完好无损，全新原封，非常好。速度很快！手感和做工非常好，全金属机身，质感高级，各处的接缝、边角处理都很精细，比想象中的还要扎实。键盘手感也超棒，键程舒服回弹给力！妹妹喜欢。屏幕色彩鲜艳又细腻。电脑一直用联想，一直信赖联想。,0,该店铺购买≥2次,5,32G,1T,14
102,shang828,2025-11-13,14英寸酷睿版 标压酷睿2代Ultra 5|32G 1T,"挺棒的，老婆15年买的华为卡的不行了，给她买的买了小新pro14用来办公的，32g内存+1tb的固态应该能用好几年了！，屏幕追剧也超级棒，开机10几秒,电池的话用个半天应该没问题！",0,该店铺购买≥2次,5,32G,1T,14
103,jd_eat3t3t2y30i44,2025-11-07,14英寸酷睿版 标压酷睿2代Ultra 5|32G 1T,不得不说这台电脑的颜值和实力并存。轻薄的机身携带方便，金属质感的外观很有档次。运行速度快，软件打开秒响应，而且续航也不错，外出办公不用总担心没电。用了一段时间，体验感拉满，值得入手！,0,否,5,32G,1T,14
104,醉里不知年华限_,2025-12-03,14英寸酷睿版 标压酷睿2代Ultra 7|32G 1T,日常办公足够，运行流畅不卡顿，内存也够大，外观设计比较中规中矩，适合办公场所。有HDMI插口，不用再用转换器了，USB和tape C插孔各两个，满足日常文件拷贝需求。,0,否,5,32G,1T,14
105,EXY2233,2025-11-13,16英寸酷睿版 标压酷睿2代Ultra 5|32G 1T,京东自营旗舰店物流速度很快，包装完好无损，快递小哥用心服务，笔记本电脑做工精细，轻薄高端大气，电池续航够用，携带方便，配置合理，价格优惠。,0,该店铺购买≥2次,5,32G,1T,16
106,泡***y,2025-11-02,14英寸酷睿版 标压酷睿2代Ultra 5|32G 1T,新电脑运行飞快，屏幕清晰，散热好，玩游戏。物流超快，电脑手感很棒，性能强劲，使用起来非常顺畅，是一次愉快的购物体验,0,该店铺购买≥2次,5,32G,1T,14
107,豹***号,2025-11-12,14英寸酷睿版 标压酷睿2代Ultra 5|32G 1T,??这款笔记本真的超乎预期！运行速度飞快，办公学习毫无压力??。存储空间充足，日常使用完全够用??。电池续航给力，外出携带也安心??。接口丰富，扩展性很强??。整体体验非常满意，值得推荐??！！,0,该店铺购买≥2次,5,32G,1T,14
108,早起护肌,2025-11-28,14英寸锐龙版 标压锐龙7 H 255|24G 1T,还不错的 京东自营买的很有保障散热性能：还行 小风扇声音有点大 但能接受 笔记本确实容易发热外形外观：小笔记本很好看啊 14寸对我来说很足够了 还送office很适合,1,否,5,24G,1T,14
109,q5v709rek8vxsr,2025-11-11,14英寸酷睿版 标压酷睿2代Ultra 5|32G 1T,原装w11 系统，安装很方便，自带offerice。原装软件安装有引导，很方便然后系统中有自带安装助手，微信以及腾讯会议等这些软件下载很快捷整体机身金属感十足,0,该店铺购买≥2次,5,32G,1T,14
110,112o6f6gx4drd9,2025-12-22,14英寸锐龙版 标压锐龙7 H 255|24G 1T,下单后物流超给力，开箱见全金属机身质感十足！2.8K高刷屏清晰护眼，性能流畅不卡顿，接口齐全免转接，售前咨询耐心、售后有保障，性价比拉满，办公出差超实用,3,该店铺购买≥2次,5,24G,1T,14
111,6xsbnp8y6yl17r,2025-11-14,14英寸酷睿版 标压酷睿Ultra 5|32G 1T,本子比较轻便，容易携带，开机速度很快，一般充电后能持续用至少8个小时。之前还觉得不太习惯现在一点一点研究和适应，感觉很不错哦。目前没有遇到问题,0,否,5,32G,1T,14
112,R***0,2025-12-21,14英寸酷睿版 标压酷睿2代Ultra 5|32G 1T,电脑配置很不错，性价比高，开盖即开机，非常方便，人脸识别登陆，安全也有保障。常用软件运行速度也很满意，主要是出差时办公使用，这一款笔记本电脑足够用了…,4,该店铺购买≥2次,5,32G,1T,14
113,jd_186631btu,2025-11-23,14英寸酷睿版 标压酷睿2代Ultra 5|32G 1T,联想小新轻薄，方便携带，屏幕清晰，分辨率高，画面流畅，观影办公体验都比较舒服，性能表现比较不错，多功能处理也毫无压力，总体性价比很高,0,该店铺购买≥2次,5,32G,1T,14
114,3q0ssef84tk6bx,2025-11-07,14英寸酷睿版 标压酷睿2代Ultra 5|32G 1T,联想小新笔记本电脑 造型很帅 配置也相当哇塞 买给老婆在家办公用的 开机很流畅 键盘使用很称手 非常好用的笔记本电脑 买过7台笔记本 这台最好,0,否,5,32G,1T,14
115,jd102956pxs,2025-11-12,14英寸酷睿版 标压酷睿Ultra 5|32G 1T,键盘手感不错，外观看着很有质感，高大上，安装快，大小尺寸合适，比之前的轻。空间挺大的，色彩护眼，不那么亮，很方便。换机很快，,0,该店铺购买≥2次,5,32G,1T,14
116,jd琦琦201,2025-12-16,16英寸锐龙版 标压锐龙7 H 255|24G 1T,挺好的，第一次网上买这样的大件，是正品。质量不错。白条享受国补，出了点小插曲，又重新拍的。客服一开始一直是机器回复，特别不给力，后来还好。触摸屏那块的缝隙确实有点大，整体还不错。,0,否,5,24G,1T,16
117,天无涯VIP,2025-12-23,14英寸酷睿版 标压酷睿Ultra 5|32G 1T,是一款性能均衡的轻薄本，能本地流畅运行一些AI大语言模型，并加速视频会议美颜、背景虚化及创意软件中的AI抠图等功能。色彩和视觉体验不错。机身轻薄，重量约为1.46kg，便携性也好。,0,该店铺购买≥2次,5,32G,1T,14
118,芥萩,2025-11-06,14英寸酷睿版 标压酷睿2代Ultra 5|32G 1T,运行速度：非常流畅，不卡顿散热性能：散热性能强屏幕效果：颜色显示鲜艳轻薄程度：轻便方便携带外形外观：外观精美，买的14寸很精致方便携带,0,否,5,32G,1T,14
119,0时来运转0,2025-11-10,16英寸锐龙版 标压锐龙7 H 255|24G 1T,这款小新入手感觉不错，外观时尚，颜色合适，机身内存大，运行流畅，无论办公还是游戏，都有出色的表现，散热也很好，大屏很清，很满意的一次购物。,0,否,5,24G,1T,16
120,_HariDi_,2025-11-10,14英寸酷睿版 标压酷睿2代Ultra 5|32G 1T,非常有质感，Oled屏幕看着特别清晰。真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物,0,该店铺购买≥2次,5,32G,1T,14
121,sNzUtPOwIFXM,2025-10-31,14英寸酷睿版 标压酷睿2代Ultra 5|32G 1T,真的很不错屏幕效果：很清楚，推荐购买散热性能：散热也很特别好轻薄程度：很薄，适合办公，推荐购买，很轻,0,否,5,32G,1T,14
122,抱***乖,2025-11-09,14英寸酷睿版 标压酷睿Ultra 5|32G 1T,这台本子很轻，塞进通勤包毫无存在感。键盘敲起来静音又舒服，开会记录时再也不怕吵到别人。接口很全，不用带一堆转接器（这点真的拯救了我这种丢三落四的人）重点是续航真的顶，终于不用和同事抢会议室插座了,0,该店铺购买≥2次,5,32G,1T,14
123,哒哒哒20X,2025-11-09,14英寸酷睿版 标压酷睿2代Ultra 5|32G 1T,商品很好，颜值很高，运行速度也很快，还可以自己扩容品质很不错??，性价比比较高的的商品??，喜欢的亲可以直接下手不要犹豫哦??,0,否,5,32G,1T,14
124,7v98e1lgtd1a39,2025-11-21,14英寸酷睿版 标压酷睿Ultra 5|32G 1T,很不错，性能和质量都非常表现不错，已经是第二次推荐家人购买这款产品，小新作为联想笔记本的主打产品之一，学生党还是比较喜欢的，双十一价格也比较便宜,0,该店铺购买≥2次,5,32G,1T,14
125,s***i,2025-11-15,16英寸酷睿版 标压酷睿Ultra 5|32G 1T,双11促销的时候购买的，加上百亿补贴，价格比平时的价格便宜了几百块钱。特意买了isp lcd屏，这种屏幕比较护眼，柔和，使用起来光线也不会太刺激眼睛，电脑反应速度也比较快，拿到手安排激活就可以了。,0,否,5,32G,1T,16
126,jd_686933,2025-11-12,14英寸酷睿版 标压酷睿Ultra 5|32G 1T,京东一如既往的速度快，第2天就收到货了。双11活动加力度很大，激活也非常的省事，按照流程。启动速度和运行速度都很流畅。外观也很漂亮适合大多数人群使用。,0,该店铺购买≥2次,5,32G,1T,14
127,135*****098tang,2025-11-14,16英寸酷睿版 标压酷睿Ultra 5|32G 1T,这款电脑总体特别满意。颜值很高，接口够用，运行速度也很快，存储空间相当给力，C盘4百多个G超级巴适。真心觉得不错。????,0,否,5,32G,1T,16
128,jd_ufMvJZMfuQcP,2025-10-28,16英寸酷睿版 标压酷睿2代Ultra 5|32G 1T,存储空间足够大，接口充足，键盘超级柔软，外观超薄，手感顺滑，颜色也是我喜欢的，大屏幕超清晰，运行速度也很快，孩子非常喜欢。,0,该店铺购买≥2次,5,32G,1T,16
129,06w392t22mt24k,2025-11-13,14英寸酷睿版 标压酷睿5 220H|24G 1T,特意用了一阵子来评价，运行速度快，多任务切换很流畅，一点不卡。键盘手感和我之前用过的相比要好很多，屏幕色彩也特别鲜艳，很满意！,0,该店铺购买≥2次,5,24G,1T,14
130,jd_134076olu,2025-11-22,16英寸酷睿版 标压酷睿Ultra 5|32G 1T,运行速度很快，流畅不卡顿，续航也很不错，外观好看，键盘手感也特别好，存储空间也能满足要求，用了一下简直太棒了，特别特别喜欢，,0,否,5,32G,1T,16
131,m***果,2025-12-17,16英寸酷睿版 标压酷睿2代Ultra 5|32G 1T,买回来一段时间了，确实挺轻薄，用了几次还行，新机嘛、目前用着运行速度还可以。目前各个性能都很稳定，屏幕效果：以前都是用14寸，现在换个16寸的用起来感觉也很舒服。,1,该店铺购买≥2次,5,32G,1T,16
132,j***m,2025-11-03,14英寸酷睿版 标压酷睿2代Ultra 5|32G 1T,小新14pro是一款不错的轻薄本，配置高且使用起来十分流畅。卖家的专业知识和高效服务让我印象深刻，有问必答。物流也非常给力，下单后迅速送达。强烈推荐给大家！,0,否,5,32G,1T,14
133,轻音粉丝L,2025-11-12,14英寸酷睿版 标压酷睿Ultra 5|32G 1T,给女儿买的第二台小新，她就认这个品牌，因为好用，轻薄易携带，不仅颜值高，而且性能超强，学习工作两不误。赶上双十一活动，性价比直接拉满，强烈推荐大家入手！,0,否,5,32G,1T,14
134,春***生,2025-11-19,14英寸酷睿版 标压酷睿2代Ultra 5|32G 1T,电脑运行速度还不错，整体内存也够大，而且机身大气很符合嗯开发工程师的要求，整体电脑也比较轻薄，方便外出携带，相信联想大品牌的力量好，已经是多次回购了，希望质量能够有保证，后期有需要再继续支持,0,该店铺购买≥10次,5,32G,1T,14
135,熊猫圆滚滚3,2025-12-19,16英寸酷睿版 标压酷睿Ultra 5|32G 1T,电脑非常好用，之前买的太久了运行反应很慢，换新之后很流畅，电池也很快能充满，用的时间也很久。办公家用都很不错，外观设计美观。,1,否,5,32G,1T,16
136,jd_5yxkc4r298xdl5,2025-11-08,14英寸酷睿版 标压酷睿2代Ultra 5|32G 1T,物流速度很快，快递小哥很给力，开机看着屏幕比较清晰，还没有使用，等使用以后再来做评价，开机的时候，没有太大的声音，外观很漂亮,0,否,5,32G,1T,14
137,jd_z90183rvs8y247,2025-11-24,16英寸酷睿版 标压酷睿2代Ultra 5|32G 1T,给儿子买的，上大学需要用到电脑，存储空间够用，轻薄容易携带，健盘手感舒适。儿子很满意，物流很快，快递员送到家，非常满意的购物体验,0,否,5,32G,1T,16
138,大海0731,2025-12-23,14英寸酷睿版 标压酷睿Ultra 5|32G 1T,选了好几款笔记本电脑，最终买了联想笔记本电脑小新Pro14，双十一搞活动时候买的，性价比超高。用了一段时间，很好用，开机速度快，轻薄，易携带，充电快，1T的足够用了。推荐购买！,2,该店铺购买≥2次,5,32G,1T,14
